$id,InternationSecIN,Symbol,PrevClose,OpenPrice,DaysHigh,DaysLow,Volume,Value,MarketCap,SharesOutstanding,Dividend,Yield,Sector,SubSector,CompanyName,MarketClassification,DateListed,DateOfIncorporation,Website,Logourl,StockPricePercChange,StockPriceChange,StockPriceCur,CompanyProfileSummary,NatureofBusiness,CompanyAddress,Telephone,Fax,Email,CompanySecretary,Auditor,Registrars,BoardOfDirectors,ID,HIGH52WK_PRICE,HIGH52WK_DATETIME,LOW52WK_PRICE,LOW52WK_DATETIME,Symbol2,LS_STD,OFFICIAL_OPEN,OFFICIAL_CLOSE,LastUploadInfo,QuaterID,QuaterYear,TotalAssetsUnderManagement,imgPath,Address,Cable,PAddress,Telex
42,TG0000000132,ETI,46.0,46.0,46.35,46.0,4833404.0,224648686.65,1091635542102.0,23731207437.0,0.0,,FINANCIAL SERVICES,Banking,ECOBANK TRANSNATIONAL INCORPORATED,Main Board,2006-09-11T00:00:00,1985-10-03T00:00:00,www.ecobank.com,www.ecobank.com,0.76,0.0,46.0,,Provision of Banking and Financial Services through its subsidiaries and affiliates,"2365,Boulevard du Mono ",+22822210303,+228 22 21 51 19,madicisse@ecobank.com,,,,"Dr. Georges Agyekum Nana Donkor , Mr Brian Kennedy , Mr David O’Sullivan , Mrs. Zanele Monnakgotla ",153,51.9,2026-02-06T00:00:00,23.5,2025-05-05T00:00:00,ETI [MRF] ,"[MRF],",,,,,,,,,,,
43,NGECOCORP009,EKOCORP,5.8,5.8,,,,,2891885266.4,498600908.0,,,HEALTHCARE,Healthcare Providers,EKOCORP PLC.,Main Board,,1991-10-09T00:00:00,www.ekohospitals.com,www.ekohospitals.com,0.0,0.0,5.8,,Healthcare Services,"31, MOBOLAJI BANK ANTHONY WAY, ",012716997 ,EKOCORP,info@ekocorp.org,,,,,41,,,,,EKOCORP [DIP] ,"[DIP],",,,,,,,,,,,
44,NGELLAHLAKE8,ELLAHLAKES,10.8,10.65,10.65,9.75,45001473.0,448135655.9,38581736780.0,3858173678.0,,,AGRICULTURE,Crop Production,ELLAH LAKES PLC.,Main Board,,1980-07-02T00:00:00,www.ellahlakes.com,www.ellahlakes.com,-7.41,-0.8,10.0,,Oil Palm and Cassava Plantations,"No. 10 Muritala Mohammed Way Benin City, Edo State",0,,info@ellahlakes.com,OAKE Legal    Rep:Kenechi Ezezika,Olabode Akande &amp; Co(Chartered Accountants) ,Cardinalstone Registrars,"Charles Anajemba, Chuka Mordi, Emmanuel  Jakpa, Enotie Ogbebor, Gbubemi Jakpa, Joe Attueyi, Kofo Majekodunmi, Maxwell Oko, Nnenna Onyewuchi, Osaro Oyegun",42,19.42,2025-08-14T00:00:00,2.9,2025-04-08T00:00:00,ELLAHLAKES  ,",",10.65,,,,,,,,,,
45,NGETERNAOIL1,ETERNA,34.9,34.9,,,334841.0,12264954.05,45514648180.3,1304144647.0,,,OIL AND GAS,Petroleum and Petroleum Produc,ETERNA PLC.,Main Board,,1989-01-13T00:00:00,www.eternaplc.com,www.eternaplc.com,0.0,0.0,34.9,,"Manufacturing and Marketing of Lubricanting Oils and petro-chemicals, sale of Fuels.",5a Oba Adeyinka Oyekan Avenue (Formerly Second Avenue) Ikoyi Lagos,23414605316,,investors@eternaplc.com,,,,"Anibor Kragha, Emmanuel Omuojine, Gabriel Ogbechie, Godrey Ogbechie, Nnamdi  Obiagwu, Okechukwu Omezi, Phoebean Ifeadi",44,51.2,2026-03-10T00:00:00,27.9,2025-09-25T00:00:00,ETERNA  ,",",,,,,,,,,,,
46,NGINTERLINK3,EUNISELL,169.95,169.95,,,10275.0,1583938.2,40227083593.95,236699521.0,,,SERVICES,Specialty,EUNISELL INTERLINKED PLC,Main Board,1993-11-13T00:00:00,1981-11-17T00:00:00,www.interlinkedplc.com,www.interlinkedplc.com,0.0,0.0,169.95,,"Developing, Manufacturing and Marketing of Polymeric, Metallic and Porcelain Products","50B, Oladipo Bateye Street, Ikeja GRA, Lagos.",2955585,+234(01)2955014,info@interlinkedplc.com,,,,,64,176.9,2026-01-12T00:00:00,11.8,2025-05-19T00:00:00,EUNISELL  ,",",,,,,,,,,,,
47,NGFCMB000005,FCMB,12.0,12.0,12.4,11.6,11321595.0,133935348.3,794752848951.7,65954593274.0,,,FINANCIAL SERVICES,Other Financial Institutions,FCMB GROUP PLC.,Main Board,2013-06-21T00:00:00,2012-11-20T00:00:00,www.fcmb.com,www.fcmb.com,0.42,0.05,12.05,,Provision of banking and other financial services to corporate and individual customers,"44 MARINA, LAGOS, NIGERIA",234014612610,234012713552,fcmbgroupplc@fcmb.com,Olufunmilayo Adedibu (Mrs),Deloitte &amp; Touche Nigeria,,"MR. GBOLAHAN JOSHUA, MR. OLUFEMI BADEJI , MRS. 'TOKUNBOH ISHMAEL , MRS. OLAPEJU SOFOWORA , MS. MUIBAT IJAIYA, OLADIPUPO JADESIMI ",47,14.5,2026-02-25T00:00:00,8.4,2025-04-17T00:00:00,FCMB [MRF] ,"[MRF],",,,,,,,,,,,
48,NGFIDELITYB5,FIDELITYBK,19.2,19.2,19.95,19.1,113081773.0,2174262929.75,1001490000000.0,50200000000.0,,,FINANCIAL SERVICES,Banking,FIDELITY BANK PLC,Main Board,2005-05-17T00:00:00,1987-11-19T00:00:00,www.fidelitybank.ng,www.fidelitybank.ng,3.91,0.75,19.95,,Commercial Banking ,"2 Kofo Abayomi Street, Victoria Island, Lagos State",2700530 ,,true.serve@fidelitybank.ng,Mrs. Ezinwa Unuigboje,,First Registrars Nigeria Limited,"Abdullahi   Mohammed, Abolore Solebo, AMAKA ONWUGHALU, CHINEDU OKEKE, DR. KEN OPARA, HENRY  OBIH, KEVIN UGWUOKE, MOROHUNKE BAMMEKE, MUSTAFA CHIKE-OBI, NELSON NWEKE, Obiaku Okam, PAMELA  SHODIPO, STANLEY  AMUCHIE, Sufiyanu Garba",48,22.45,2025-07-17T00:00:00,17.1,2025-11-10T00:00:00,FIDELITYBK [MRF] ,"[MRF],",,,,,,,,,,,
49,NGFIDSON0006,FIDSON,100.0,100.0,,,813657.0,74520336.7,240000000000.0,2400000000.0,,,HEALTHCARE,Pharmaceuticals,FIDSON HEALTHCARE PLC,Main Board,2008-04-06T00:00:00,1995-03-13T00:00:00,www.fidson.com,www.fidson.com,0.0,0.0,100.0,,Manufacturing and Distributin of Pharmaceutical Products,"268, Ikorodu Road, Obanikoro, Lagos",013429106013429102,,info@fidson.com,,,,"EKWUNIFE OKOLI, OLA IJIMAKIN, VINCENT AHONKHAI",49,105.35,2026-03-12T00:00:00,17.55,2025-04-08T00:00:00,FIDSON  ,",",,,,,,,,,,,
50,NGFBNH000009,FIRSTHOLDCO,54.55,54.55,52.55,51.05,4778185.0,249055779.3,2300478619632.75,44453693133.0,,,FINANCIAL SERVICES,Other Financial Institutions,FIRST HOLDCO PLC,Premium Board,2012-11-26T00:00:00,2012-08-13T00:00:00,http://www.first-holdco.com,http://www.first-holdco.com,-5.13,-2.8,51.75,,Provision of Banking and Other Financial Services to corporate and Individual customers,"11th Floor, Samuel Asabia House, 35 Marina, Lagos", 019052000,,firstholdcohelpdesk@first-holdco.com,Mrs Abiola Baruwa,KPMG Professional Services,,"Adebowale Oyedeji, Alimi Abdul-Razaq, Dosekun Kofoworola, Dr. Abiodun Fatade, Femi Otedola, Julius Owotuga, Sir Peter Aliogo",46,57.0,2026-02-24T00:00:00,23.55,2025-04-07T00:00:00,FIRSTHOLDCO [MRF] ,"[MRF],",,,,,,,,,,,
51,NGSTDINSURE7,FTGINSURE,1.31,1.31,1.44,1.18,15432836.0,19880827.14,15235016091.48,12911030586.0,,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",FORTIS GLOBAL INSURANCE PLC,Main Board,2003-12-19T00:00:00,1981-07-28T00:00:00,www.fortisglobalinsurance.com,www.fortisglobalinsurance.com,-9.92,-0.13,1.18,,Composite (Life & Non-Life Insurance Businesses),"Plot 20 C, Akin Ogunlewe Street, Victoria Island, Lagos",07085497817,,hello@fortisglobalinsurance.com,,,First Registrars &amp; Investor Services Limited,,121,1.63,2026-03-09T00:00:00,0.22,2026-02-04T00:00:00,FTGINSURE [DWL] ,"[DWL],",,,,,,,,,,,
52,NGFTNCOCOA02,FTNCOCOA,5.33,5.33,4.99,4.99,1475445.0,7434759.6,19461000000.0,3900000000.0,,,AGRICULTURE,Crop Production,FTN COCOA PROCESSORS PLC,Main Board,,1991-08-26T00:00:00,www.ftncocoa.com.ng,www.ftncocoa.com.ng,-6.38,-0.34,4.99,,Processing of Cocoa Beans and Palm Kernel,"NO. 21, EMMANUEL KESHI STREET, BYE OLADIPO SESSI BUS STOP,MAGODO G.R.A., LAGOS",2348033084078,,info@ftncocoa.com.ng,,,,,50,8.25,2025-07-14T00:00:00,1.59,2025-04-08T00:00:00,FTNCOCOA [RST] ,"[RST],",,,,,,,,,,,
53,NGGEREGU0000,GEREGU,1141.5,1141.5,,,7103.0,7297622.2,2853750000000.0,2500000000.0,,,UTILITIES,Electric Power Generation,GEREGU POWER PLC,Main Board,2022-10-05T00:00:00,2006-11-10T00:00:00,www.geregupowerplc.com,www.geregupowerplc.com,0.0,0.0,1141.5,,Power Generation ,"6, Onega Street, Off Gana Street, Maitama, Abuja.",+234 812 2329824,GEREGU,info@geregupowerplc.com,"Akinleye Olagbende, The StructureHQ",PriceWaterhouseCoopers PWC,,"Akin  Akinfemiwa, Andrew Gamble, Anil Dua, Christopher  Adeyemi, Doron  Grupper, Femi  Otedola, CON, Julius Babatunde Owotuga, olawunmi Otedola, Paul Gbededo",51,,,,,GEREGU  ,",",,,,,,,,,,,
54,NGGOLDBREW01,GOLDBREW,7.1,7.1,,,,,7275142800.0,1024668000.0,,,CONSUMER GOODS,Beverages--Brewers/Distillers,GOLDEN GUINEA BREW. PLC.,Main Board,,1962-09-26T00:00:00,,,0.0,0.0,7.1,,"Brewing, Bottling and Marketing of Beer, Stout and Malt Drinks",,,,,,,,,52,,,,,GOLDBREW [BMF] ,"[BMF],",,,,,,,,,,,
55,NGVANLEER005,VANLEER,5.45,5.45,,,,,232388000.0,42640000.0,,,INDUSTRIAL GOODS,Packaging/Containers,GREIF NIGERIA PLC,Main Board,,1940-01-20T00:00:00,www.greif.com,www.greif.com,0.0,0.0,5.45,,Manufacturing and Marketing of Metal Drums Containers,"2nd Floor, Plot 5, Chief Yesuf Abiodun Street, Oniru Road, Victoria Island, Lagos",012809354,12121765,info.greifnigplc@gmail.com,,,,,144,,,,,VANLEER [DIP] ,"[DIP],",,,,,,,,,,,
56,NGGTCO000002,GTCO,125.0,125.0,135.0,125.0,43268311.0,5614362400.5,4714979607306.0,36550229514.0,,,FINANCIAL SERVICES,Banking,GUARANTY TRUST HOLDING COMPANY PLC,Main Board,2021-06-24T00:00:00,2020-07-24T00:00:00,,,3.2,4.0,129.0,,FINANCIAL HOLDING COMPANY,"PLOT 635 AKIN ADESOLA STREET,  VICTORIA ISLAND LAGOS",234 1 4480757 ,,erhi.obebeduo@gtbank.com,,,,,54,135.0,2026-04-08T00:00:00,56.95,2025-04-16T00:00:00,GTCO  ,",",125.0,129.0,,,,,,,,,
57,NGGUINEAINS0,GUINEAINS,1.1,1.1,1.18,1.05,4586316.0,5086457.58,8339940000.0,7942800000.0,,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",GUINEA INSURANCE PLC.,Main Board,,1958-12-03T00:00:00,,,-4.55,-0.05,1.05,,Insurance: Special Risks and General Insurance Business ,,,,,CHINENYE NWANKWO,BDO PROFESSIONAL SERVICES,Cardinal Stone (Registrars) Limited ,"Ademola Abidogun, Anthony Achebe, Bolaji Simon, Chidoka Osita, Emeka Uzoukwu, Godson Ugochukwu, Hassan Dantata, Isioma Omoshie-Okokuku, Mohammed Attahir, Oluwole Fayemi, Pius Edobor, Samuel Onukwue",55,1.87,2025-08-20T00:00:00,0.57,2025-04-16T00:00:00,GUINEAINS  ,",",,,,,,,,,,,
58,NGGUINNESS07,GUINNESS,423.2,423.2,,,300735.0,114957860.9,926970009000.8,2190382819.0,,,CONSUMER GOODS,Beverages--Brewers/Distillers,GUINNESS NIG PLC,Main Board,1965-01-02T00:00:00,1950-04-29T00:00:00,www.guinness-nigeria.com,www.guinness-nigeria.com,0.0,0.0,423.2,,"Brewing, packaging, marketing & selling of stout, malta guinness, larger, International Premium spirit and Mainstream Spirit (TBA)",24 OBA AKRAN AVENUE IKEJA LAGOS,23412709100,23412709338,Abimbola.Ajibola-Jimoh@guinnessng.com,Abidemi Ademola,PRICEWATERHOUSECOOPERS,VERITAS REGISTRARS LIMITED,"Bola Adesola, Deepak Singhal, Fabian Ajogwu, SAN (Dr.), Girish Sharma, Harkishin Aswani, John Musunga, Mayank Kabra, Olusola Oworu, Vivien Shobo",56,423.2,2026-03-18T00:00:00,85.0,2025-05-19T00:00:00,GUINNESS  ,",",,,,,,,,,,,
59,NGHMCALL0004,HMCALL,3.9,3.9,3.8,3.65,510130.0,1905908.98,11395300000.0,3122000000.0,,,CONSTRUCTION/REAL ESTATE,Real Estate Development,HALDANE MCCALL PLC,Main Board,2024-11-20T00:00:00,2012-03-26T00:00:00,www.hmkplc.com,www.hmkplc.com,-6.41,-0.25,3.65,,Real Estate and Hospitality,"4, Etsoye Close off Olaperi Street, Shonibare Estate, Maryland, Ikeja, Lagos, Nigeria.",08077245447,0292005967K5U7I4H585,info@hmkplc.com,Oyewole Olurin,Funsho Owoyemi &amp; Company,,"Abiola Elugbaju, Bidwell  Onyeakosi, Dapo  Adekoje, David Emuloh, Ebby  Akala, Edward Akinlade, George  Oguntade, HRM Nosirudeen Babatunde  Akanbi, Olajumoke Oluwagbemiro, Oyewole Olurin, Prince Samuel Gboyega OYEBOLA, Princess Ifeoluwaseyi  Adesola, Shola  Ojunde, Tobenna  Nnamani",57,5.22,2025-04-09T00:00:00,3.61,2025-11-11T00:00:00,HMCALL  ,",",,,,,,,,,,,
60,NGHONYFLOUR7,HONYFLOUR,20.8,20.8,20.8,20.8,1151429.0,23406177.85,164948111286.4,7930197658.0,,,CONSUMER GOODS,Food Products,HONEYWELL FLOUR MILL PLC,Main Board,2009-10-20T00:00:00,1985-07-09T00:00:00,www.honeywellflour.com,www.honeywellflour.com,0.0,0.0,20.8,,"Manufacturing and Marketing of wheat based products including flour, semolina, whole wheat meal, noodles and pasta","2nd GATE BYE-PASS, TIN CAN ISLAND, APAPA, LAGOS",09088328458,,info@honeywellflour.com,,,,,58,30.2,2025-07-11T00:00:00,9.18,2025-04-08T00:00:00,HONYFLOUR  ,",",,,,,,,,,,,
61,NGIKEJAHOTL7,IKEJAHOTEL,39.0,39.0,,,72338.0,2539243.8,84332345253.0,2162367827.0,,,SERVICES,Hotels/Lodging,IKEJA HOTEL PLC,Main Board,2007-09-06T00:00:00,1972-11-18T00:00:00,www.ikejahotelplc.com,www.ikejahotelplc.com,0.0,0.0,39.0,,Operation of Hotel and Provision of Catering,"84, Opebi Road, Ikeja, Lagos",012701060,,info@ikehotelplc.com,,,,"Mr. Toke Alex-Ibru , Mrs. Fadeke Olugbemi ",59,44.9,2026-01-02T00:00:00,10.0,2025-04-09T00:00:00,IKEJAHOTEL  ,",",,,,,,,,,,,
62,NGBOCGAS0008,IMG,36.0,36.0,,,7314.0,246920.4,24520134960.0,681114860.0,,,NATURAL RESOURCES,Chemicals,INDUSTRIAL & MEDICAL GASES NIGERIA PLC,Main Board,,1959-12-11T00:00:00,,,0.0,0.0,36.0,,Manufacture of Industrial and Medical Gases well as Marketing of Special Gass Welding and Medical Equipment,,,,,,,,,17,42.45,2025-07-18T00:00:00,29.09,2025-05-13T00:00:00,IMG  ,",",,,,,,,,,,,
63,NGINFINITY01,INFINITY,19.0,19.0,,,30225.0,631702.5,79238468680.0,4170445720.0,,,FINANCIAL SERVICES,"""Mortgage Carriers, Brokers an",INFINITY TRUST MORTGAGE BANK PLC,Main Board,2013-12-11T00:00:00,2002-11-28T00:00:00,www.infinitytrustmortgagebank.com,www.infinitytrustmortgagebank.com,0.0,0.0,19.0,,Mortgage Financing,11 Kaura Namoda Street  Off Faskari Crescent Area 3 Abuja,09087121716,09087121716,info@itmplc.com,,,,,60,19.0,2026-02-24T00:00:00,7.0,2025-06-03T00:00:00,INFINITY [BLS] ,"[BLS],",,,,,,,,,,,
64,NGINTBREW005,INTBREW,13.6,13.6,12.55,12.25,11217941.0,138575833.45,2103644892575.0,168291591406.0,,,CONSUMER GOODS,Beverages--Brewers/Distillers,INTERNATIONAL BREWERIES PLC.,Main Board,,1971-12-22T00:00:00,www.internationalbreweriesplc.com,www.internationalbreweriesplc.com,-8.09,-1.1,12.5,,"Brewing, Packaging and Marketing of alcoholic and non-alcoholic beverages","Desiderata Building Plot 5A Abuja Street, Banana Island, Ikoyi-Lagos",07074744514,,international.breweries@ng.ab-inbev.com,,,,"Andrew Whiting, Carlos  Coutino, Igwe Peter Anugwu , Ms. Abiye Tobin-West ",62,16.2,2025-07-28T00:00:00,4.95,2025-04-07T00:00:00,INTBREW [MRF] ,"[MRF],",,,,,,,,,,,
65,NGINTENEGIN5,INTENEGINS,3.15,3.15,,,416202.0,1347741.96,4044869290.35,1284085489.0,,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",INTERNATIONAL ENERGY INSURANCE PLC,Main Board,2007-07-13T00:00:00,1969-03-26T00:00:00,www.ieiplcng.com,www.ieiplcng.com,0.0,0.0,3.15,,General Insurance Business ,"Plot 294 Jide Oki Street, Victoria Island, Lagos",23412806990,23412705770,info@ieiplcng.com,,,,,63,4.51,2025-08-14T00:00:00,1.34,2025-04-22T00:00:00,INTENEGINS  ,",",,,,,,,,,,,
66,NGJAIZBANK05,JAIZBANK,10.0,10.0,10.1,10.0,5124232.0,51517057.57,448123573836.6,44589410332.0,,,FINANCIAL SERVICES,Banking,JAIZ BANK PLC,NON-INTEREST FINANCE BOARD,,2003-04-01T00:00:00,www.jaizbankplc.com,www.jaizbankplc.com,0.5,0.05,10.05,,BANKING,"PLOT 1073, J.S TARKA STREET,AREA 3, GARKI, 900104, Abuja, Nigeria",07007730000,,info@jaizbankplc.com,,Ahmed Zakari &amp;co,Africa Prudential Plc,"Abdullateef Bello, Adenike Kolawole, Ahmed Mohammed Indimi, Aisha Waziri Umar, Alhassan Abdulkarim, Haruna Musa, Ibrahim Mohammed Indimi, Mohammed Mustapha Bintube, Muhammad Hadi Abdulmutallab, Mustapha Ibrahim Ahmad, Sa'adat Hamza Mohammed, Seedy  Njie, Tajuddeen Aminu Dantata",65,15.43,2026-02-26T00:00:00,3.8,2025-08-04T00:00:00,JAIZBANK [MRF] ,"[MRF],",,,,,,,,,,,
67,NGJAPAULOIL4,JAPAULGOLD,3.4,3.4,3.5,3.1,13512025.0,44029297.39,44214375319.6,14262701716.0,,,OIL AND GAS,Energy Equipment and Services,JAPAUL GOLD & VENTURES PLC,Main Board,2005-08-10T00:00:00,1994-06-29T00:00:00,www.japaulgroup.com,www.japaulgroup.com,-8.82,-0.3,3.1,,"Rendering Maritime Services, Oil and Gas Service, Dredging, Quarry, Transportation, Engineering and Construction","Japaul House, Plot 8, Dr Nurudeen Olowopopo Avevnue, Central Business District, Agidingbi, Ikeja, Lagos",+23418839642,,info@japaulgroup.com,,,,,66,4.42,2026-02-23T00:00:00,1.56,2025-04-10T00:00:00,JAPAULGOLD [MRF] ,"[MRF],",,3.1,,,,,,,,,
68,NGJOHNHOLT05,JOHNHOLT,13.95,13.95,15.3,12.6,2589570.0,35018673.9,5623237903.4,389151412.0,,,CONGLOMERATES,Diversified Industries,JOHN HOLT PLC.,Main Board,,1961-08-28T00:00:00,www.jhplc.com,www.jhplc.com,3.58,0.5,14.45,,"Sale, Leasing and servicing of Power Equipmentand Motor vehicles and the Distribution of Consumer and other Products","11b, Ilabere Avenue, Ikoyi, Lagos",2709283,,ankwocha@jhplc.com,,,,,68,18.95,2026-03-27T00:00:00,4.9,2025-12-11T00:00:00,JOHNHOLT  ,",",,,,,,,,,,,
69,NGJULI000003,JULI,7.26,7.26,,,28800.0,188352.0,1452000000.0,200000000.0,,,SERVICES,Food/Drug Retailers and Wholes,JULI PLC.,Growth Board,1986-07-11T00:00:00,1972-09-14T00:00:00,www.juliplc.ng,www.juliplc.ng,0.0,0.0,7.26,, Retail of Pharmaceutical s and Running of Supermarket and Laboratory Services,"19, Kodesoh Street, Ikeja, LAgos State",09090550989,,info@juliplc.ng,,,,,69,8.06,2025-10-20T00:00:00,7.26,2026-01-05T00:00:00,JULI  ,",",,,,,,,,,,,
70,NGJBERGER009,JBERGER,299.0,299.0,,,213577.0,57734474.7,478400000000.0,1600000000.0,,,CONSTRUCTION/REAL ESTATE,Infrastructure/Heavy Construct,JULIUS BERGER NIG. PLC.,Main Board,,1970-02-18T00:00:00,www.julius-berger.com,www.julius-berger.com,0.0,0.0,299.0,,"Planning, Design and Construction of Civil Engineering and Building works","10, Shettima A. Munguno Crescent",08039067000,096114042,info@julius-berger.com,,,,,67,299.0,2026-04-02T00:00:00,110.0,2025-07-17T00:00:00,JBERGER  ,",",,,,,,,,,,,
71,NGWAPCO00002,WAPCO,215.0,215.0,212.0,210.0,5467507.0,1152951483.1,3414852692852.0,16107795721.0,,,INDUSTRIAL GOODS,Building Materials,LAFARGE AFRICA PLC.,Premium Board,1979-02-17T00:00:00,1959-02-24T00:00:00,www.lafarge.com.ng,www.lafarge.com.ng,-1.4,-3.0,212.0,,Manufacturing and Marketing of Cement and other Building Materials,"27B GERRARD ROAD, IKOYI",2342713990,2342714614,adewunmi.alode@lafargeholcim.com,Mrs. Adewunmi Alode,,CARDINAL STONE REGISTRARS LIMITED,"Mr. Gbenga Oyebode, MFR , Mr. Grant Earnshaw , Mr. Khaled El-Dokani , Mr. Lolu Alade-Akinyemi , Mr. Olivier Guitton , Mrs. Adenike Ogunlesi , Mrs. Elenda Giwa-Amu , Mrs. Karine Uzan Mercie ",147,229.3,2026-03-23T00:00:00,65.9,2025-04-08T00:00:00,WAPCO  ,",",,,,,,,,,,,
72,NGWAPCO00002,WAPCO,215.0,215.0,212.0,210.0,5467507.0,1152951483.1,3414852692852.0,16107795721.0,,,INDUSTRIAL GOODS,Building Materials,LAFARGE AFRICA PLC.,Premium Board,1979-02-17T00:00:00,1959-02-24T00:00:00,www.lafarge.com.ng,www.lafarge.com.ng,-1.4,-3.0,212.0,,Manufacturing and Marketing of Cement and other Building Materials,"27B, Gerrard Road, Ikoyi, Lagos ",2342713990,2342714614,adewunmi.alode@lafargeholcim.com,Mrs. Adewunmi Alode,,CARDINAL STONE REGISTRARS LIMITED,"Mr. Gbenga Oyebode, MFR , Mr. Grant Earnshaw , Mr. Khaled El-Dokani , Mr. Lolu Alade-Akinyemi , Mr. Olivier Guitton , Mrs. Adenike Ogunlesi , Mrs. Elenda Giwa-Amu , Mrs. Karine Uzan Mercie ",148,229.3,2026-03-23T00:00:00,65.9,2025-04-08T00:00:00,WAPCO  ,",",,,,,,,,,,,
73,NGLASACO0002,LASACO,2.05,2.05,2.23,2.0,13720153.0,27902846.87,22721351002.75,11083585855.0,,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",LASACO ASSURANCE PLC.,Main Board,,1979-12-20T00:00:00,www.lasacoassurance.com,www.lasacoassurance.com,2.44,0.0,2.05,,All Classes of Insurance Business,"Plot 16, Ame Road Ogba Ikeja Lagos",2120557,,info@lasacoassurance.com,,,,,70,5.25,2025-08-14T00:00:00,1.92,2025-04-08T00:00:00,LASACO [MRF] ,"[MRF],",,,,,,,,,,,
74,NGLONGMAN007,LEARNAFRCA,9.3,9.3,,,235628.0,1993061.6,7174485000.0,771450000.0,,,SERVICES,Printing/Publishing,LEARN AFRICA PLC,Main Board,,1961-10-08T00:00:00,www.learnafricaplc.com,www.learnafricaplc.com,0.0,0.0,9.3,,"Publishing, Distributing and Marketing of high Quality Educational, Professional, Reference and General Books",FELIX IWEREBON HOUSE,23408055844008,,info@learnafricaplc.com,DCSL Corporate Services Limited (Company Secretary),ERNST &amp; YOUNG (CHARTERED ACCOUNTANT),FIRST REGISTRARS AND INVESTORS SERVICE LIMITED,"ALHAJI HASSAN BALA , CHIEF EMEKE IWEREBON  , HAJIA BINTA BAKARI , MRS CORDELIA OJEILE , MRS YETUNDE AINA ",75,10.0,2026-02-16T00:00:00,2.97,2025-04-09T00:00:00,LEARNAFRCA  ,",",,,,,,,,,,,
75,NGLEGENDINT0,LEGENDINT,6.31,6.31,,,587501.0,3599706.01,12620000000.0,2000000000.0,,,ICT,Telecommunications Services,LEGEND INTERNET PLC,Main Board,2025-04-24T00:00:00,2021-08-17T00:00:00,http://www.legend.ng/,http://www.legend.ng/,0.0,0.0,6.31,,"Internet services, payment solutions, and the provision of home protection and management services","15, Bangui Street, Off Adetokunbo Ademola Crescent, Wuse II, Abuja, FCT",+234 700 6953 4363,,e.ogburafor@legend.ng,Erinma Onuoma,Poju Professional Services,,"Aisha Abdulaziz, Arogbo Ayodele, Ladi Bada, Mohammed Yamani Shema, Umunnakwe-Okeke Ifeyinwa ",71,10.0,2025-05-07T00:00:00,4.3,2025-09-04T00:00:00,LEGENDINT [MRF] ,"[MRF],",,,,,,,,,,,
76,NGLINKASSUR7,LINKASSURE,1.52,1.52,1.53,1.5,1114205.0,1696229.66,27719999986.5,18479999991.0,2018.0,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",LINKAGE ASSURANCE PLC,Main Board,2003-11-18T00:00:00,1991-03-26T00:00:00,www.linkageassurance.com,www.linkageassurance.com,-1.32,-0.02,1.5,,Non-life Insurance Business ,Plot 20 Block 94 Providence Street off Adewunmi Adebimpe street Lekki Phase 1,08068555625,,momorogbe@linkageassurance.com,,,,,72,2.99,2025-08-14T00:00:00,0.92,2025-05-06T00:00:00,LINKASSURE  ,",",,,,,,,,,,,
77,NGLINKASSUR7,LINKASSURE,1.52,1.52,1.53,1.5,1114205.0,1696229.66,27719999986.5,18479999991.0,2018.0,,FINANCIAL SERVICES,"""Insurance Carriers, Brokers a",LINKAGE ASSURANCE PLC,Main Board,2003-11-18T00:00:00,1991-03-26T00:00:00,www.linkageassurance.com,www.linkageassurance.com,-1.32,-0.02,1.5,,Non-life Insurance Business ,"Plot 20, Block 94, Providence Street, Lekki Phase 1, Lagos",07054492984,,info@linkageassurance.com,,,,,73,2.99,2025-08-14T00:00:00,0.92,2025-05-06T00:00:00,LINKASSURE  ,",",,,,,,,,,,,
78,NGLIVESTOCK5,LIVESTOCK,6.8,6.8,7.45,7.25,3160023.0,23367901.0,22349995664.1,2999999418.0,,,AGRICULTURE,Livestock/Animal Specialties,LIVESTOCK FEEDS PLC.,Main Board,1978-04-01T00:00:00,1963-03-20T00:00:00,www.livestockfeedsplc.com,www.livestockfeedsplc.com,9.56,0.65,7.45,,Manufacturing and Marketing of Animal Feeds and Concentrates,"1,Henry Carr Street Ikeja Lagos  Nigeria",017413668,,info@livestockfeedsplc.com,,,,,74,10.3,2025-06-02T00:00:00,5.65,2025-12-29T00:00:00,LIVESTOCK  ,",",,,,,,,,,,,
